Address,Price,Property Type
"1, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£1,175,000",Flat
"Flat 247, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YR","£470,000",Flat
"35, Elim Estate, London, Greater London SE1 4BZ","£400,000",Flat
"Flat 9, Zeiss Court, 46, Lancaster Street, London, Greater London SE1 0FY","£735,000",Flat
"Flat 42, 5, Brigade Mews, London, Greater London SE1 0GH","£785,000",Flat
"78, Rockingham Street, London, Greater London SE1 6PG","£421,000",flat
"Flat 2, 41, Great Guildford Street, London, Greater London SE1 0ES","£1,300,000",Flat
"Apartment 1501, Western Building, 3, Triptych Place, London, Greater London SE1 9FL","£3,675,000",Flat
"Flat 11, Errington House, Brigade Mews, London, Greater London SE1 0GN","£907,200",Flat
"Flat 13, 37, Tanner Street, London, Greater London SE1 3LF","£500,000",Flat
"Flat 12, Errington House, Brigade Mews, London, Greater London SE1 0GN","£755,000",Flat
"64, Decima Street, London, Greater London SE1 4QQ","£470,000",flat
"Flat 57, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£850,000",Flat
"Flat 95, Errington House, Brigade Mews, London, Greater London SE1 0GN","£975,000",Flat
"Flat 41, Errington House, Brigade Mews, London, Greater London SE1 0GN","£762,000",Flat
"Flat 21, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,015,000",Flat
"10e, Trinity Church Square, London, Greater London SE1 4HU","£670,000",Flat
"Flat 88, Errington House, Brigade Mews, London, Greater London SE1 0GN","£810,000",Flat
"Flat 57, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,041,000",Flat
"45, Leathermarket Court, London, Greater London SE1 3HS","£900,000",flat
"Flat 18, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£640,000",Flat
"Flat 90, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,667,500",Flat
"Flat 8, Tavern Court, 95, New Kent Road, London, Greater London SE1 6RY","£465,000",Flat
"Flat 62, Errington House, Brigade Mews, London, Greater London SE1 0GN","£763,200",Flat
"Flat 61, Errington House, 4, Brigade Mews, London, Greater London SE1 0GN","£770,000",Flat
"Flat 59, Errington House, Brigade Mews, London, Greater London SE1 0GN","£930,000",Flat
"Flat 89, Errington House, Brigade Mews, London, Greater London SE1 0GN","£796,500",Flat
"Flat 201, North Block 1c, Belvedere Road, London, Greater London SE1 7GF","£550,000",Flat
"Apartment 2203, 55, Upper Ground, London, Greater London SE1 9RB","£2,125,000",Flat
"Flat 37, Errington House, Brigade Mews, London, Greater London SE1 0GN","£736,250",Flat
"12, Whittlesey Street, London, Greater London SE1 8SZ","£1,815,000",terraced
"Flat 22, Falcon Point, Hopton Street, London, Greater London SE1 9JW","£765,500",flat
"Flat 3, 94, Webber Street, London, Greater London SE1 0QN","£390,000",Flat
"Flat 1105, Block C, 70, Holland Street, London, Greater London SE1 9NX","£1,925,000",Flat
"Flat 22, Errington House, Brigade Mews, London, Greater London SE1 0GN","£625,650",Flat
"Apartment 9, Devon House, 1, Maidstone Buildings Mews, London, Greater London SE1 1GE","£1,250,000",Flat
"55, Whites Grounds Estate, London, Greater London SE1 3JZ","£448,180",flat
"Flat 22, Telford House, Tiverton Street, London, Greater London SE1 6NY","£300,000",flat
"Flat 307, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YS","£665,000",Flat
"Flat 30, Errington House, Brigade Mews, London, Greater London SE1 0GN","£900,000",Flat
"Flat 15, Albury House, Boyfield Street, London, Greater London SE1 0SB","£435,000",Flat
"Flat 87, Errington House, 4, Brigade Mews, London, Greater London SE1 0GN","£836,550",Flat
"Flat 9, Wrotham House, Law Street, London, Greater London SE1 4XG","£500,000",flat
"1002, 30, Casson Square, London, Greater London SE1 7GY","£1,150,000",Flat
"Apartment 2206, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£980,000",Flat
"Apartment 504, 30, Casson Square, London, Greater London SE1 7GY","£1,450,000",Flat
"Flat 10, Evans Granary Apartments, 38, Stoney Street, London, Greater London SE1 9LB","£610,000",Flat
"Flat 76, Errington House, Brigade Mews, London, Greater London SE1 0GN","£821,000",Flat
"Flat 433, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YS","£450,000",Flat
"23, Sawyer Street, London, Greater London SE1 0EQ","£1,180,000",Flat
"Flat 92, Errington House, Brigade Mews, London, Greater London SE1 0GN","£830,400",Flat
"Apartment 2910, 251, Southwark Bridge Road, London, Greater London SE1 6FP","£1,030,000",Flat
"50a, Great Dover Street, London, Greater London SE1 4YG","£910,000",semi-detached
"Flat 75, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,050,000",Flat
"Flat 63, Errington House, Brigade Mews, London, Greater London SE1 0GN","£785,000",Flat
"33, Sandringham House, Earls Way, London, Greater London SE1 2QX","£835,000",Flat
"3, Gladstone Street, London, Greater London SE1 6EY","£1,225,000",terraced
"Flat 31, Errington House, Brigade Mews, London, Greater London SE1 0GN","£957,000",Flat
"Flat 11, Munro House, Murphy Street, London, Greater London SE1 7AJ","£490,000",flat
"152b, Union Street, London, Greater London SE1 0LH","£825,000",Flat
"35, Delphini Apartments, 10, St Georges Circus, London, Greater London SE1 8EH","£1,150,000",Flat
"Flat 43, Errington House, Brigade Mews, London, Greater London SE1 0GN","£975,000",Flat
"Flat 23, Errington House, Brigade Mews, London, Greater London SE1 0GN","£907,500",Flat
"1, Hulme Place, London, Greater London SE1 1HX","£1,202,500",semi-detached
"11, Sawyer Street, London, Greater London SE1 0EQ","£957,125",Flat
"13, Sawyer Street, London, Greater London SE1 0EQ","£1,200,000",Flat
"Flat 12, 3, Leathermarket Street, London, Greater London SE1 3HN","£1,650,000",Flat
"24, West Square, London, Greater London SE11 4SN","£2,400,000",terraced
"Flat 19, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£590,000",Flat
"Flat 28, Errington House, 4, Brigade Mews, London, Greater London SE1 0GN","£900,000",Flat
"Flat 66, Errington House, Brigade Mews, London, Greater London SE1 0GN","£945,000",Flat
"Flat 79, Errington House, Brigade Mews, London, Greater London SE1 0GN","£827,000",Flat
"Flat 5, Errington House, Brigade Mews, London, Greater London SE1 0GN","£721,000",Flat
"Flat 140, 100, Westminster Bridge Road, London, Greater London SE1 7XB","£1,010,000",Flat
"Flat 16, 14, Keppel Row, London, Greater London SE1 0FB","£890,000",Flat
"Flat 172, 100, Westminster Bridge Road, London, Greater London SE1 7XR","£480,000",Flat
"56, Guy Street, London, Greater London SE1 3RF","£1,050,000",terraced
"93, Meakin Estate, London, Greater London SE1 4QL","£500,000",Flat
"25, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,010,000",Flat
"Apartment 35, 4, Sanctuary Street, London, Greater London SE1 1EA","£455,000",Flat
"Flat 45, Collinson Court, Great Suffolk Street, London, Greater London SE1 1PA","£492,850",flat
"18, Whittlesey Street, London, Greater London SE1 8SZ","£2,000,000",terraced
"Flat 23, Strood House, Manciple Street, London, Greater London SE1 4LR","£260,000",flat
"Flat 15, Amigo House, Morley Street, London, Greater London SE1 7QE","£512,500",flat
"Apartment 40, Benbow House, 24, New Globe Walk, London, Greater London SE1 9DS","£1,500,000",Flat
"Flat 1, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,100,000",Flat
"Flat 4, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,200,000",Flat
"Flat 29, Errington House, Brigade Mews, London, Greater London SE1 0GN","£750,000",Flat
"Flat 19, Errington House, Brigade Mews, London, Greater London SE1 0GN","£987,500",Flat
"Flat 37, Newman House, St Georges Road, London, Greater London SE1 6HE","£450,000",flat
"50, Mcauley Close, London, Greater London SE1 7BX","£320,000",flat
"Flat 54, Errington House, Brigade Mews, London, Greater London SE1 0GN","£935,000",Flat
"7, Collinson Walk, London, Greater London SE1 1PU","£350,000",flat
"31, Meakin Estate, London, Greater London SE1 4QW","£344,500",Flat
"Apartment 161, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BT","£430,000",Flat
"10, Ufford Street, London, Greater London SE1 8QD","£925,000",terraced
"32b, Aquinas Street, London, Greater London SE1 8AD","£625,000",Flat
"Apartment 121, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£504,000",Flat
"Flat 40, Errington House, Brigade Mews, London, Greater London SE1 0GN","£916,000",Flat
"Flat 17, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£969,030",Flat
"Flat 170, 100, Westminster Bridge Road, London, Greater London SE1 7XR","£537,500",Flat
"Apartment 611, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£875,000",Flat
"Flat 55, 12, Bermondsey Square, London, Greater London SE1 3FD","£520,000",Flat
"Flat 96, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,822,425",Flat
"Apartment 21, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BA","£475,000",Flat
"Apartment 44, Rosler Building, 85, Ewer Street, London, Greater London SE1 0FT","£800,000",Flat
"Flat 6, Rudyard Court, 127, Long Lane, London, Greater London SE1 4PW","£650,000",Flat
"45, Meakin Estate, London, Greater London SE1 4QW","£340,000",Flat
"Flat 29, Windmill House, Windmill Walk, London, Greater London SE1 8LX","£530,000",flat
"Flat 44, Simla House, Kipling Estate, London, Greater London SE1 3RN","£467,000",flat
"Flat 29, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£427,500",Flat
"Flat 9, Drake Court, 12, Swan Street, London, Greater London SE1 1BH","£715,000",Flat
"Flat 172, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£430,000",Flat
"Flat 5, 152, Long Lane, London, Greater London SE1 4BS","£845,000",Flat
"Flat 11, Kittiwake Court, 4, Great Dover Street, London, Greater London SE1 4XR","£620,000",Flat
"Flat 34, Portland Court, 1, Falmouth Road, London, Greater London SE1 4JX","£457,000",Flat
"28, Mead Row, London, Greater London SE1 7JG","£462,500",flat
"Apartment 13, 117, Weston Street, London, Greater London SE1 4GR","£850,000",Flat
"Apartment 71, Conquest Tower, 130, Blackfriars Road, London, Greater London SE1 8BZ","£688,000",Flat
"39, Collinson Walk, London, Greater London SE1 1PU","£337,500",flat
"Apartment 2302, 55, Upper Ground, London, Greater London SE1 9RB","£2,200,000",Flat
"20, St Olaves Estate, London, Greater London SE1 2EX","£377,500",Flat
"Flat 59, 18, Great Suffolk Street, London, Greater London SE1 0UG","£620,000",Flat
"Flat 54, Newman House, St Georges Road, London, Greater London SE1 6HE","£517,250",flat
"13, Bear Pit Apartments, 14, New Globe Walk, London, Greater London SE1 9DR","£860,000",Flat
"Flat 7, Holst Court, 65, Westminster Bridge Road, London, Greater London SE1 7JQ","£460,000",Flat
"Apartment 390, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DX","£450,000",Flat
"Flat 2, Avery House, Redcross Way, London, Greater London SE1 1HB","£424,000",flat
"Flat 61, 12, Bermondsey Square, London, Greater London SE1 3FD","£580,000",Flat
"Flat 96, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,822,425",Flat
"Ground Floor Flat, 35a, The Cut, London, Greater London SE1 8LF","£825,000",Flat
"Flat 40, 5, Brigade Mews, London, Greater London SE1 0GH","£954,450",Flat
"10, Bedford Row, London, Greater London SE1 4GP","£4,250,000",terraced
"Flat 1403, Block C, 70, Holland Street, London, Greater London SE1 9NX","£1,750,000",Flat
"Flat 3, Benson House, Hatfields, London, Greater London SE1 8DQ","£495,000",flat
"401, 1, Casson Square, London, Greater London SE1 7GT","£635,000",Flat
"25, Buckstone Apartments, 140, Blackfriars Road, London, Greater London SE1 8BW","£820,000",Flat
"Flat 14, Lagare Apartments, 51, Surrey Row, London, Greater London SE1 0BZ","£1,000,000",Flat
"44a, Maltings Place, London, Greater London SE1 3JB","£430,000",Flat
"Flat 29, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£625,000",Flat
"Flat 9, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£637,000",Flat
"Flat 31, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£895,000",Flat
"Flat 12, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£595,350",Flat
"89, Tudor House, Duchess Walk, London, Greater London SE1 2SA","£2,000,000",Flat
"Apartment 23, 4, Sanctuary Street, London, Greater London SE1 1EA","£625,000",Flat
"Flat 2611, 8, Casson Square, London, Greater London SE1 7RN","£1,000,000",Flat
"24, Isaac Way, London, Greater London SE1 1EE","£698,000",flat
"Apartment 616, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£860,000",flat
"Flat 41, Bramwell House, Harper Road, London, Greater London SE1 6RL","£362,000",flat
"Flat 3, 32, Cluny Place, London, Greater London SE1 4QU","£600,000",Flat
"105a, Stamford Street, London, Greater London SE1 9NN","£600,000",flat
"Flat 33, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£625,000",Flat
"Flat 27, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£625,000",Flat
"Flat 30, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£925,000",Flat
"8, Brigade Mews, London, Greater London SE1 0GJ","£915,000",Flat
"Flat 24, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£789,000",Flat
"Flat 9, Cuthburt House, 6, Brigade Mews, London, Greater London SE1 0GJ","£920,000",Flat
"15, Sawyer Street, London, Greater London SE1 0EQ","£1,385,000",Flat
"Flat 7, Cuthbert House, 6, Brigade Mews, London, Greater London SE1 0GJ","£905,000",Flat
"Flat 6, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£735,000",Flat
"Flat 1, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£663,000",Flat
"Flat 4, Cuthburt House, 6, Brigade Mews, London, Greater London SE1 0GJ","£921,600",Flat
"Flat 7, Zeiss Court, 46, Lancaster Street, London, Greater London SE1 0FY","£525,000",Flat
"Flat 1, Swallow Court, 2, Swan Street, London, Greater London SE1 1BA","£855,000",Flat
"10, Brigade Mews, London, Greater London SE1 0GJ","£930,000",Flat
"Flat 3, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£750,000",Flat
"Flat 3, Cuthbert House, 6, Brigade Mews, London, Greater London SE1 0GJ","£1,275,000",Flat
"26, Frazier Street, London, Greater London SE1 7BG","£286,000",Flat
"Flat 21, Sumner Buildings, Sumner Street, London, Greater London SE1 9JX","£450,000",flat
"1205, 1, Casson Square, London, Greater London SE1 7GT","£1,625,000",Flat
"8, Gladstone Street, London, Greater London SE1 6EY","£1,290,000",terraced
"9, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£1,400,000",Flat
"Apartment 72, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BA","£475,000",Flat
"Apartment 1302, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£850,000",Flat
"5, Whitehorse Mews, 37, Westminster Bridge Road, London, Greater London SE1 7QD","£730,000",Terraced
"Flat 3, 7, Valentine Place, London, Greater London SE1 8QH","£635,000",Flat
"Apartment 134, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£1,125,000",Flat
"Apartment 1301, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£580,000",Flat
"Flat 19, Tangerine House, 176, Long Lane, London, Greater London SE1 4BS","£395,000",Flat
"Flat 8, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£955,000",Flat
"Flat 5, Skylark Court, 14, Swan Street, London, Greater London SE1 1BJ","£730,000",Flat
"Flat 236, Helen Gladstone House, Nelson Square, London, Greater London SE1 0QB","£325,000",flat
"Flat 52, Old Theatre Court, 123, Park Street, London, Greater London SE1 9ES","£873,000",Flat
"Flat 3, Shaftesbury Court, 1, Alderney Mews, London, Greater London SE1 4JR","£700,000",Flat
"Flat 17, St. Georges Court, Garden Row, London, Greater London SE1 6HD","£400,000",Flat
"19, Elim Estate, London, Greater London SE1 4BY","£475,000",Flat
"Apartment 3, Capacity House, 6, Rothsay Street, London, Greater London SE1 4UD","£700,000",Flat
"35b, The Cut, London, Greater London SE1 8LF","£910,000",Terraced
"Flat 27, 130, Webber Street, London, Greater London SE1 0JN","£435,000",Flat
"Flat 17, Globe View House, 171, Blackfriars Road, London, Greater London SE1 8ER","£725,000",Flat
"10, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£1,200,000",Flat
"Flat 521, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YT","£765,000",Flat
"Flat 522, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YT","£875,000",Flat
"Flat 503, Block B, 60, Holland Street, London, Greater London SE1 9JF","£720,000",Flat
"32, Oakey Lane, London, Greater London SE1 7HL","£600,000",flat
"12, Cooper Close, London, Greater London SE1 7QU","£351,000",flat
"Apartment 115, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£515,000",Flat
"Flat 33, Eastwell House, Weston Street, London, Greater London SE1 4DH","£430,000",flat
"Flat 47, River Court, Upper Ground, London, Greater London SE1 9PE","£685,000",flat
"4, Gladstone Street, London, Greater London SE1 6EY","£1,075,000",terraced
"Flat 16, Selbourne House, Great Dover Street, London, Greater London SE1 4XX","£445,000",flat
"Flat 44, Rennie Court, 11, Upper Ground, London, Greater London SE1 9LP","£866,250",Flat
"Flat 2, 32, Cluny Place, London, Greater London SE1 4QU","£724,000",Flat
"1, Horsemongers Mews, London, Greater London SE1 4GG","£2,460,000",semi-detached
"30, Rushworth Street, London, Greater London SE1 0RB","£2,060,000",Terraced
"9, De Larch House, Webber Row, London, Greater London SE1 8QU","£645,000",Flat
"2, Oxford Drive, London, Greater London SE1 2FB","£585,000",flat
"Flat 7, Park West Apartments, 40, Tanner Street, London, Greater London SE1 3LG","£660,000",Flat
"2407, 1, Casson Square, London, Greater London SE1 7EN","£869,825",Flat
"Apartment 3, 237a, Long Lane, London, Greater London SE1 4PX","£237,500",Flat
"Flat 3, 14, Keppel Row, London, Greater London SE1 0FB","£865,000",Flat
"Flat 2, 1, Sudrey Street, London, Greater London SE1 1PF","£535,000",Flat
"Flat 1, 24, Marshalsea Road, London, Greater London SE1 1HF","£307,500",Flat
"Flat 179, 100, Westminster Bridge Road, London, Greater London SE1 7XR","£780,690",Flat
"Apartment 210, 1, Blackfriars Road, London, Greater London SE1 9GQ","£1,975,000",Flat
"Flat 26, St. Georges Buildings, 37, St Georges Road, London, Greater London SE1 6EP","£372,000",Flat
"Flat 406, 1, Addington Street, London, Greater London SE1 7RY","£197,500",Flat
"Flat 35, Balin House, Long Lane, London, Greater London SE1 1YQ","£492,000",flat
"Flat 3, Printworks Apartments, 230, Long Lane, London, Greater London SE1 4QA","£655,000",Flat
"10, Brockham Street, London, Greater London SE1 4HX","£925,000",terraced
"1, Dibdin Row, London, Greater London SE1 7BS","£700,000",flat
"22, Prioress Street, London, Greater London SE1 4TE","£560,000",flat
"Flat 28, St. Georges Buildings, 37, St Georges Road, London, Greater London SE1 6EP","£370,000",Flat
"Apartment 13, Bridgegate House 116-118, Borough High Street, London, Greater London SE1 1LB","£1,150,000",Flat
"10, Buckstone Apartments, 140, Blackfriars Road, London, Greater London SE1 8BW","£211,250",Flat
"Apartment 405, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£185,000",Flat
"Flat 5, 2, Fair Street, London, Greater London SE1 2XT","£545,000",Flat
"Flat 8, Victor Wharf, Clink Street, London, Greater London SE1 9DW","£770,000",Flat
"36, Maltings Place, London, Greater London SE1 3JB","£750,000",Flat
"21, Oxford Drive, London, Greater London SE1 2FB","£1,000,000",flat
"Flat 18, Godfree Court, 35, Long Lane, London, Greater London SE1 4PS","£755,000",Flat
"Flat 182, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£520,000",Flat
"Flat 18, Balin House, Long Lane, London, Greater London SE1 1YQ","£415,000",flat
"13, Potier Street, London, Greater London SE1 4UX","£649,500",flat
"Flat 015, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YP","£990,000",Flat
"Flat 7, 1, Bowling Green Place, London, Greater London SE1 1YL","£710,000",Flat
"Flat 202, Cedar Court, 1, Royal Oak Yard, London, Greater London SE1 3GA","£640,000",Flat
"Flat 64, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£555,000",Flat
"Flat 16, Lingfield House, Lancaster Street, London, Greater London SE1 0RW","£475,000",flat
"Flat 70, 18, Great Suffolk Street, London, Greater London SE1 0UG","£470,000",Flat
"Flat 711, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YU","£500,000",Flat
"Flat 9, Three Bridges, 22 - 28, Whites Grounds, London, Greater London SE1 3LA","£458,000",Flat
"Flat 2, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£675,000",Flat
"Apartment 1711, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£560,000",Flat
"Flat 121, North Block 1d, Belvedere Road, London, Greater London SE1 7GH","£485,000",Flat
"Flat 19, Climsland House, Duchy Street, London, Greater London SE1 8AF","£523,300",flat
"21, Ayres Street, London, Greater London SE1 1ES","£624,995",flat
"Apartment 216, 1, Blackfriars Road, London, Greater London SE1 9GQ","£1,060,000",Flat
"3001, 1, Casson Square, London, Greater London SE1 7RX","£3,750,000",Flat
"Flat 2, Park West Apartments, 40, Tanner Street, London, Greater London SE1 3LG","£720,000",Flat
"Flat 24, Benson House, Hatfields, London, Greater London SE1 8DQ","£430,000",flat
"29, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,125,000",Flat
"68, Balmoral House, Earls Way, London, Greater London SE1 2QR","£1,275,000",Flat
